author,download_url,volume,dl_label,dl_pwd,dl_update,novel_link,update,main,alt
彩峰舞人,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/被死神抚养的少女怀抱漆黑之剑 - 彩峰舞人 - 20240826.epub,7 下,b04ef6bof,3a8l,2024-08-26,https://www.wenku8.net/book/2467.htm,2024-08-26,被死神抚养的少女怀抱漆黑之剑,
幼田ヒロ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/一周后，我会杀了你 - 幼田ヒロ - 20240825.epub,1,b00g2k2v2f,65av,2024-08-26,https://www.wenku8.net/book/3733.htm,2024-08-26,一周后，我会杀了你,
相野仁,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/日常生活中不起眼的平凡大叔，其实是地表最强战神 - 相野仁 - 20240823.epub,3,b00g2jn6ha,enaf,2024-08-24,https://www.wenku8.net/book/3186.htm,2024-08-24,日常生活中不起眼的平凡大叔，其实是地表最强战神,
わるいおとこ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/在只有我能升级的世界成为恶德领主 - わるいおとこ - 20240823.epub,3,b04e8axuf,7fbp,2024-08-24,https://www.wenku8.net/book/3313.htm,2024-08-24,在只有我能升级的世界成为恶德领主,
木立花音,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/我与她的夏日重现 - 木立花音 - 20240822.epub,1,b00g2jk00j,56xa,2024-08-23,https://www.wenku8.net/book/3731.htm,2024-08-23,我与她的夏日重现,
结城凉,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/转生为故事的黑幕～以进化魔剑和游戏知识傲视群伦～ - 结城凉 - 20240822.epub,3,b04esa9ij,2ggt,2024-08-22,https://www.wenku8.net/book/3537.htm,2024-08-22,转生为故事的黑幕～以进化魔剑和游戏知识傲视群伦～,
知念实希人,https://raw.githubusercontent.com/ixinzhi/lightnovel-2018to2020/master/黑猫小夜曲 - 知念实希人 - 20191109.epub,1,b00g2jax9g,2k8t,2024-08-20,https://www.wenku8.net/book/2642.htm,2024-08-20,黑猫小夜曲,
森田碧,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/余命99天的我，遇到了看得见死亡的你 - 森田碧 - 20240819.epub,1,b00g2jav2h,8vym,2024-08-20,https://www.wenku8.net/book/3722.htm,2024-08-20,余命99天的我，遇到了看得见死亡的你,
高畑京一郎,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/时间跳跃的你来自昨日(TIME LEAP——明日即昨天) - 高畑京一郎 - 20240819.epub,1,b00g2jaurg,advp,2024-08-20,https://www.wenku8.net/book/3348.htm,2024-08-20,时间跳跃的你来自昨日,TIME LEAP——明日即昨天
伊吹有喜,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/白狗相伴的岁月 - 伊吹有喜 - 20240819.epub,1,b00g2jawsj,4wj9,2024-08-20,https://www.wenku8.net/book/3725.htm,2024-08-20,白狗相伴的岁月,
ハヤケン,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/英雄王，为了穷尽武道而转生～而后成为世界最强见习骑士♀～ - ハヤケン - 20240819.epub,6,b04eoxsla,c3be,2024-08-20,https://www.wenku8.net/book/2971.htm,2024-08-20,英雄王，为了穷尽武道而转生～而后成为世界最强见习骑士♀～,
汐见夏卫,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/再见了说谎的人鱼公主 - 汐见夏卫 - 20240819.epub,1,b00g2jaxzc,a868,2024-08-20,https://www.wenku8.net/book/3728.htm,2024-08-20,再见了说谎的人鱼公主,
四季大雅,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/我想成为你的眼泪 - 四季大雅 - 20240819.epub,1,b04eunq4h,ebv8,2024-08-20,https://www.wenku8.net/book/3299.htm,2024-08-20,我想成为你的眼泪,
合作,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/她她 - 合作 - 20240819.epub,1,b00g2jaw1c,5tfr,2024-08-20,https://www.wenku8.net/book/3723.htm,2024-08-20,她她,
宇山佳佑,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/这场恋爱是全世界最美的雨 - 宇山佳佑 - 20240819.epub,1,b00g2jawcd,4m3u,2024-08-20,https://www.wenku8.net/book/3724.htm,2024-08-20,这场恋爱是全世界最美的雨,
上桥菜穗子,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/鹿王 - 上桥菜穗子 - 20240819.epub,2,b00g2jay7a,92ov,2024-08-20,https://www.wenku8.net/book/3729.htm,2024-08-20,鹿王,
木藤亚也,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/一公升的眼泪 - 木藤亚也 - 20240819.epub,1,b00g2jax2j,98ub,2024-08-20,https://www.wenku8.net/book/3727.htm,2024-08-20,一公升的眼泪,
羊山十一郎,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/辉夜姬想让人告白(辉夜大小姐想让我告白) - 羊山十一郎 - 20240817.epub,2,b00g2j5spc,h03n,2024-08-20,https://www.wenku8.net/book/2550.htm,2024-08-20,辉夜姬想让人告白,辉夜大小姐想让我告白
宫内悠介,https://raw.githubusercontent.com/ixinzhi/lightnovel-2018to2020/master/大和抚子向前冲！管它以后会怎样！ - 宫内悠介 - 20190516.epub,1,b00g2jaxli,evsq,2024-08-20,https://www.wenku8.net/book/2562.htm,2024-08-20,大和抚子向前冲！管它以后会怎样！,
汐月诗,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/失忆少女 - 汐月诗 - 20240819.epub,1,b00g2jawxe,6ifg,2024-08-20,https://www.wenku8.net/book/3726.htm,2024-08-20,失忆少女,
杉原智则,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/圣剑姬与神盟骑士团 - 杉原智则 - 20240818.epub,1,b00g2j5u6f,4smk,2024-08-19,https://www.wenku8.net/book/3719.htm,2024-08-19,圣剑姬与神盟骑士团,
犬冢惇平,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/异世界食堂 - 犬冢惇平 - 20240818.epub,5,b00g2j5t5i,6qgp,2024-08-19,https://www.wenku8.net/book/2199.htm,2024-08-19,异世界食堂,
よっしゃあっ！,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/虽然世界变成怪物横行 有可以依赖的猫就没问题 - よっしゃあっ！ - 20240818.epub,1,b00g2j5u2b,73ce,2024-08-19,https://www.wenku8.net/book/3720.htm,2024-08-19,虽然世界变成怪物横行 有可以依赖的猫就没问题,
海翔,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/从路人角色开始的探索英雄谭 - 海翔 - 20240818.epub,3,b04f6jing,dinn,2024-08-19,https://www.wenku8.net/book/3377.htm,2024-08-19,从路人角色开始的探索英雄谭,
古宫九时,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/Babel - 古宫九时 - 20240814.epub,3,b00g2isl6d,i7gu,2024-08-15,https://www.wenku8.net/book/2514.htm,2024-08-15,Babel,
ネコクロ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/关于救下迷路幼女之后，住在隔壁的美少女留学生就开始经常出入我家这件事 - ネコクロ - 20241226.epub,5,b04emk5vc,avey,2024-08-15,https://www.wenku8.net/book/3115.htm,2024-08-15,关于救下迷路幼女之后，住在隔壁的美少女留学生就开始经常出入我家这件事,
蜗牛くも,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/莫斯科2160 - 蜗牛くも - 20240602.epub,1,b00g2c3uhc,fir0,2024-08-12,https://www.wenku8.net/book/3663.htm,2024-08-12,莫斯科2160,
玉置こさめ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/初恋Signal - 玉置こさめ - 20240812.epub,2,b00g2iei9e,6xe9,2024-08-12,https://www.wenku8.net/book/3716.htm,2024-08-12,初恋Signal,
kt60,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/我用物理开无双后大受女生欢迎 - kt60 - 20240811.epub,2,b00g2iei6b,avkf,2024-08-12,https://www.wenku8.net/book/2871.htm,2024-08-12,我用物理开无双后大受女生欢迎,
蜗牛くも,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/哥布林杀手 - 蜗牛くも - 20240811.epub,外传 第一年 3,b04e8jrib,7oyg,2024-08-12,https://www.wenku8.net/book/2084.htm,2024-08-12,哥布林杀手,
,,1,b00g2i9i0f,gy34,2024-08-10,https://www.wenku8.net/book/3714.htm,2024-08-10,捕食者系魔法少女,
りんごかげき,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/我和这家伙推的偶像是宇宙世界第一可爱的 - りんごかげき - 20240808.epub,1,b00g2i79yd,ebqw,2024-08-09,https://www.wenku8.net/book/3711.htm,2024-08-09,我和这家伙推的偶像是宇宙世界第一可爱的,
もり,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/阁楼间的公爵夫人 - もり - 20240809.epub,1,b00g2i7adi,7h0k,2024-08-09,https://www.wenku8.net/book/3713.htm,2024-08-09,阁楼间的公爵夫人,
渡路,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/邻座的高岭之花似乎是我前世的妻子。今生好像也超喜欢我。 - 渡路 - 20240807.epub,1,b00g2i45li,dhnp,2024-08-08,https://www.wenku8.net/book/3710.htm,2024-08-08,邻座的高岭之花似乎是我前世的妻子。今生好像也超喜欢我。,
荒木茜,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/此世终焉的杀人 - 荒木茜 - 20221126.epub,1,b04eh9y3c,8u77,2024-08-08,https://www.wenku8.net/book/3357.htm,2024-08-08,此世终焉的杀人,
乙一,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/濒死之绿 - 乙一 - 20221130.epub,1,b00g2i42nc,g3wm,2024-08-08,https://www.wenku8.net/book/3361.htm,2024-08-08,濒死之绿,
恩田陆,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/光之国度 - 恩田陆 - 20221129.epub,1,b00g2i43oj,g2te,2024-08-08,https://www.wenku8.net/book/3360.htm,2024-08-08,光之国度,
健速,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/乘着风与鲁特琴的旋律 - 健速 - 20240808.epub,,,,,,2024-08-08,乘着风与鲁特琴的旋律,
三浦紫苑,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/月鱼 - 三浦紫苑 - 20221128.epub,1,b00g2i44kb,5a4p,2024-08-08,https://www.wenku8.net/book/3359.htm,2024-08-08,月鱼,
まさキチ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/被逐出勇者小队的精灵术士 不得志职种觉醒成最高等级，与真正的伙伴一同称霸五大迷宫 - まさキチ - 20240807.epub,1,b00g2i14be,4v51,2024-08-07,https://www.wenku8.net/book/3709.htm,2024-08-07,被逐出勇者小队的精灵术士 不得志职种觉醒成最高等级，与真正的伙伴一同称霸五大迷宫,
田口一,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/把我甩了的学生，每周撒娇一次的恋爱喜剧 - 田口一 - 20240804.epub,2,b00g2gxh8j,8hd6,2024-08-05,https://www.wenku8.net/book/3702.htm,2024-08-05,把我甩了的学生，每周撒娇一次的恋爱喜剧,
结城真一郎,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/无名之星的悲歌 - 结城真一郎 - 20240803.epub,1,b00g2hqmdi,4ye0,2024-08-04,https://www.wenku8.net/book/3707.htm,2024-08-04,无名之星的悲歌,
四季大雅,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/美里活在猫的眼眸里(美里住在猫猫的眼中) - 四季大雅 - 20240803.epub,1,b00g2hql3c,fqsu,2024-08-04,https://www.wenku8.net/book/3471.htm,2024-08-04,美里活在猫的眼眸里,美里住在猫猫的眼中
秋作,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/转生成反派千金与反派王子的我们 - 秋作 - 20240803.epub,1,b00g2hqisj,45jy,2024-08-04,https://www.wenku8.net/book/3705.htm,2024-08-04,转生成反派千金与反派王子的我们,
松尾由美,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/心碎餐厅 - 松尾由美 - 20240803.epub,2,b00g2hqmje,hki9,2024-08-04,https://www.wenku8.net/book/3035.htm,2024-08-04,心碎餐厅,
安里アサト,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/86-不存在的战区-(86- Eighty Six -) - 安里アサト - 20240803.epub,13,b04ew3gvg,939w,2024-08-04,https://www.wenku8.net/book/2231.htm,2024-08-04,86-不存在的战区-,86- Eighty Six -
八目迷,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/琥珀之秋、0秒之旅 - 八目迷 - 20221031.epub,1,b00g2hqk6j,dcxs,2024-08-04,https://www.wenku8.net/book/3330.htm,2024-08-04,琥珀之秋，0秒之旅,
七斗七,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/身为VTuber的我因为忘记关台而成了传说 - 七斗七 - 20240803.epub,8,b04eh87de,dgce,2024-08-04,https://www.wenku8.net/book/3137.htm,2024-08-04,身为VTuber的我因为忘记关台而成了传说,
佐岛勤,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/暗影闪耀于夜幕 - 佐岛勤 - 20240803.epub,1,b00g2hqled,cq1n,2024-08-04,https://www.wenku8.net/book/3708.htm,2024-08-04,暗影闪耀于夜幕,
干胡桃,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/爱的成人式 - 干胡桃 - 20221205.epub,1,b00g2h6e3a,6vu6,2024-07-29,https://www.wenku8.net/book/3367.htm,2024-07-29,爱的成人式,
乙一,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/在黑暗中等待相遇 - 乙一 - 20221204.epub,1,b00g2h6e8f,elfu,2024-07-29,https://www.wenku8.net/book/3366.htm,2024-07-29,在黑暗中等待相遇,
宫部美雪,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/「岛崎＆我」系列 - 宫部美雪 - 20221204.epub,2,b00g2h6eeb,9e4k,2024-07-29,https://www.wenku8.net/book/3362.htm,2024-07-29,「岛崎＆我」系列,
麻枝准,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/猎猫一族之长 - 麻枝准 - 20221231.epub,1,b00g2gxgbg,6kna,2024-07-26,https://www.wenku8.net/book/3386.htm,2024-07-26,猎猫一族之长,
千羽十讯,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/冷淡孤高的转校生在放学后，转动备用钥匙打开房门对我撒娇 - 千羽十讯 - 20230120.epub,1,b00g2gxfkj,81lc,2024-07-26,https://www.wenku8.net/book/3398.htm,2024-07-26,冷淡孤高的转校生在放学后，转动备用钥匙打开房门对我撒娇,
丸深まろやか,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/天使只喝碳酸饮料 - 丸深まろやか - 20221223.epub,1,b00g2gxgej,d4cv,2024-07-26,https://www.wenku8.net/book/3382.htm,2024-07-26,天使只喝碳酸饮料,
长谷川圭一,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/戴拿奥特曼 和平之星·The Other - 长谷川圭一 - 20230121.epub,1,b00g2gxfqf,b2f7,2024-07-26,https://www.wenku8.net/book/3400.htm,2024-07-26,戴拿奥特曼 和平之星·The Other,
十文字青,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/此恋暗黑 - 十文字青 - 20221226.epub,1,b00g2gxh6h,92sx,2024-07-26,https://www.wenku8.net/book/3370.htm,2024-07-26,此恋暗黑,
铃木大辅,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/陪我到最后 - 铃木大辅 - 20230115.epub,1,b00g2gxfxc,3mhu,2024-07-26,https://www.wenku8.net/book/3393.htm,2024-07-26,陪我到最后,
嬉野秋彦,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/Ruina 废都物语 - 嬉野秋彦 - 20221210.epub,1,b00g2gxgyj,3v2h,2024-07-26,https://www.wenku8.net/book/3372.htm,2024-07-26,Ruina 废都物语,
佐野しなの,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/三濑川先生的冥界心理咨商 - 佐野しなの - 20221216.epub,1,b00g2gxghc,28g5,2024-07-26,https://www.wenku8.net/book/3378.htm,2024-07-26,三濑川先生的冥界心理咨商,
麻耶雄嵩,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/夏与冬的奏鸣曲 - 麻耶雄嵩 - 20221214.epub,1,b00g2gxgpa,c3f9,2024-07-26,https://www.wenku8.net/book/3376.htm,2024-07-26,夏与冬的奏鸣曲,
佐伯昭志,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/强袭魔女Memorial Episode 在一起哦 - 佐伯昭志 - 20221213.epub,1,b00g2gxgqb,2mmp,2024-07-26,https://www.wenku8.net/book/3375.htm,2024-07-26,强袭魔女Memorial Episode 在一起哦,
干胡桃,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/爱的告别式 - 干胡桃 - 20221211.epub,1,b00g2gxguf,ceug,2024-07-26,https://www.wenku8.net/book/3373.htm,2024-07-26,爱的告别式,
杉井光,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/无尽的夏日，以坏掉的恋情作结 - 杉井光 - 20230116.epub,1,b00g2gxfti,2g11,2024-07-26,https://www.wenku8.net/book/3394.htm,2024-07-26,无尽的夏日，以坏掉的恋情作结,
实相寺昭雄,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/奥特曼——黄金冲击作战—— - 实相寺昭雄 - 20230116.epub,1,b00g2gxgmh,606q,2024-07-26,https://www.wenku8.net/book/3395.htm,2024-07-26,奥特曼——黄金冲击作战——,
榛名千纮,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/这个△恋爱喜剧有获得幸福的义务 - 榛名千纮 - 20230529.epub,3,b00g2glz4b,fbo4,2024-07-22,https://www.wenku8.net/book/3402.htm,2024-07-22,这个△恋爱喜剧有获得幸福的义务,
城崎,https://raw.githubusercontent.com/ixinzhi/lightnovel-2024/master/VENOM 求爱性少女症候群 - 城崎 - 20240722.epub,4,b04e6tgmh,2w18,2024-07-22,https://www.wenku8.net/book/3136.htm,2024-07-22,VENOM 求爱性少女症候群,
宫下隼一,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/忍风战队破里剑者 - 宫下隼一 - 20230201.epub,1,b00g2glyzg,h5e7,2024-07-22,https://www.wenku8.net/book/3403.htm,2024-07-22,忍风战队破里剑者,
绯月紫炮,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/反派千金沦为庶民 - 绯月紫炮 - 20230202.epub,1,b00g2glyne,5ln0,2024-07-22,https://www.wenku8.net/book/3406.htm,2024-07-22,反派千金沦为庶民,
六海刻羽,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/星咏的魔法使 - 六海刻羽 - 20230201.epub,1,b00g2glyvc,986j,2024-07-22,https://www.wenku8.net/book/3404.htm,2024-07-22,星咏的魔法使,
仓结步,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/有你没有我的世界 - 仓结步 - 20230123.epub,1,b00g2glzcj,4vb2,2024-07-22,https://www.wenku8.net/book/3401.htm,2024-07-22,有你没有我的世界,
长泽树,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/渐变消失 - 长泽树 - 20230208.epub,1,b00g2gitxg,612t,2024-07-21,https://www.wenku8.net/book/3407.htm,2024-07-21,渐变消失,
青海野灰,https://raw.githubusercontent.com/ixinzhi/lightnovel-2023/master/我不会让你成为回忆 - 青海野灰 - 20230217.epub,1,b00g2gitqj,2iov,2024-07-21,https://www.wenku8.net/book/3410.htm,2024-07-21,我不会让你成为回忆,
