author,download_url,volume,dl_label,dl_pwd,dl_update,novel_link,update,main,alt
樱庭一树,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/GOSICK - 樱庭一树 - 20220610.epub,,,,,,2022-06-10,GOSICK,
绫里惠史,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/VillainsTail 有坂有哉与渴望被吃的白咲初姫 - 绫里惠史 - 20220609.epub,,,,,,2022-06-09,VillainsTail 有坂有哉与渴望被吃的白咲初姫,
早坂吝,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/侦探AI - 早坂吝 - 20220607.epub,,,,,,2022-06-07,侦探AI,
アネコユサギ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/枪之勇者重生录 - アネコユサギ - 20220607.epub,,,,,,2022-06-07,枪之勇者重生录,
助供珠树,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/碧蓝航线 Episode of Belfast - 助供珠树 - 20220605.epub,,,,,,2022-06-05,碧蓝航线 Episode of Belfast,
久追遥希,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/交叉连结 - 久追遥希 - 20220603.epub,,,,,,2022-06-03,交叉连结,
伊达康,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/死党角色很难当吗？(朋友角色很难当吗) - 伊达康 - 20220529.epub,,,,,,2022-05-29,死党角色很难当吗？,朋友角色很难当吗
荻原数马,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/疯狂厨房 - 荻原数马 - 20220529.epub,,,,,,2022-05-29,疯狂厨房,
八ツ桥皓,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/公主殿下貌似大发雷霆 - 八ツ桥皓 - 20220529.epub,,,,,,2022-05-29,公主殿下貌似大发雷霆,
天草白,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/美少女通通是我的 - 天草白 - 20220523.epub,,,,,,2022-05-23,美少女通通是我的,
常磐くじら,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/厄里斯的圣杯 - 常磐くじら - 20220522.epub,,,,,,2022-05-22,厄里斯的圣杯,
平坂读,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/截稿日之前，百合的进度特别快 - 平坂读 - 20220517.epub,,,,,,2022-05-17,截稿日之前，百合的进度特别快,
叶月文,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/朔与茉莉 - 叶月文 - 20220515.epub,,,,,,2022-05-15,朔与茉莉,
柑橘ゆすら,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/异世界魔物培育家～带着外挂悠哉养成中～ - 柑橘ゆすら - 20220513.epub,,,,,,2022-05-13,异世界魔物培育家～带着外挂悠哉养成中～,
えぞぎんぎつね,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/说出这边交给我你们先走以后十年过去成了传说。 - えぞぎんぎつね - 20220513.epub,,,,,,2022-05-13,说出这边交给我你们先走以后十年过去成了传说。,
小宫地千々,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/关于我说出「想要漂亮又有钱的女朋友」后，有个问题女生找上门这件事 - 小宫地千々 - 20220510.epub,1,,,,https://www.wenku8.net/book/3139.htm,2022-05-10,关于我说出「想要漂亮又有钱的女朋友」后，有个问题女生找上门这件事,
SOW,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/万事包办退魔士的还债计划 - SOW - 20220505.epub,,,,,,2022-05-05,万事包办退魔士的还债计划,
寺王,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/黑心骑士团的奴隶被善心冒险者公会挖角后升上S级 - 寺王 - 20220429.epub,,,,,,2022-04-29,黑心骑士团的奴隶被善心冒险者公会挖角后升上S级,
和原聪司,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/勇者无犬子 - 和原聪司 - 20220429.epub,,,,,,2022-04-29,勇者无犬子,
浜千鸟,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/反派千金转职成超级兄控 - 浜千鸟 - 20220429.epub,,,,,,2022-04-29,反派千金转职成超级兄控,
ヤマモトタケシ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/路人的我在你房间里做的事班里没人知道 - ヤマモトタケシ - 20220425.epub,,,,,,2022-04-25,路人的我在你房间里做的事班里没人知道,
来生直纪,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/新世纪学园战区 - 来生直纪 - 20220425.epub,,,,,,2022-04-25,新世纪学园战区,
ひびき游,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/复活后变成Lv1的朕为了活下去只好追求英雄少女了 - ひびき游 - 20220422.epub,,,,,,2022-04-22,复活后变成Lv1的朕为了活下去只好追求英雄少女了,
铃木大辅,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/就只为表达宫本樱有多可爱而存在的小说 - 铃木大辅 - 20220421.epub,,,,,,2022-04-21,就只为表达宫本樱有多可爱而存在的小说,
あし,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/虽然不太清楚不过我好像转生到异世界了 - あし - 20220418.epub,,,,,,2022-04-18,虽然不太清楚不过我好像转生到异世界了,
月夜泪,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/魔王筑城记！～最强迷宫是近代都市～ - 月夜泪 - 20220418.epub,,,,,,2022-04-18,魔王筑城记！～最强迷宫是近代都市～,
月夜泪,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/从转生精灵开始的异世界开挂建国记 - 月夜泪 - 20220416.epub,,,,,,2022-04-16,从转生精灵开始的异世界开挂建国记,
镜游,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/我的女友是老师 - 镜游 - 20220413.epub,,,,,,2022-04-13,我的女友是老师,
绫辻行人,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/Another - 绫辻行人 - 20220412.epub,,,,,,2022-04-12,Another,
Ceez,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/里亚德录大地 - Ceez - 20220409.epub,,,,,,2022-04-09,里亚德录大地,
有象利路,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/贤勇者艾达飞基·齐莱夫的启博教览 - 有象利路 - 20220408.epub,,,,,,2022-04-08,贤勇者艾达飞基·齐莱夫的启博教览,
福山阳士,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/一房两厅三人行(1LDK与2JK) - 福山阳士 - 20220318.epub,,,,,,2022-03-18,一房两厅三人行,1LDK与2JK
CK,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/为了扭转没落命运，迈向锻冶工匠之路 - CK - 20220317.epub,,,,,,2022-03-17,为了扭转没落命运，迈向锻冶工匠之路,
渡边阳,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/Memories Off Bridge - 渡边阳 - 20220312.epub,,,,,,2022-03-12,Memories Off Bridge,
冬野夜空,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/我永远不会忘记，灿烂一瞬间的你 - 冬野夜空 - 20220310.epub,,,,,,2022-03-10,我永远不会忘记，灿烂一瞬间的你,
北山猛邦,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/弹丸论破 雾切 - 北山猛邦 - 20220309.epub,,,,,,2022-03-09,弹丸论破 雾切,
御影瑛路,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/利他的玛丽 - 御影瑛路 - 20220308.epub,,,,,,2022-03-08,利他的玛丽,
瘤久保慎司,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/食锈末世录 - 瘤久保慎司 - 20220228.epub,,,,,,2022-02-28,食锈末世录,
野村美月,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/文学少女 - 野村美月 - 20220227.epub,,,,,,2022-02-27,文学少女,
下等妙人,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/史上最强大魔王转生为村民A - 下等妙人 - 20220227.epub,,,,,,2022-02-27,史上最强大魔王转生为村民A,
川田两悟,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/死老百姓靠抽卡也能翻转人生 - 川田两悟 - 20220226.epub,,,,,,2022-02-26,死老百姓靠抽卡也能翻转人生,
镰池和马,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/未踏召唤：／／鲜血印记 - 镰池和马 - 20220226.epub,,,,,,2022-02-26,未踏召唤：／／鲜血印记,
相崎壁际,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/请别来管我 不知为何她想改变孤狼这没救的高中生活 - 相崎壁际 - 20220225.epub,,,,,,2022-02-25,请别来管我 不知为何她想改变孤狼这没救的高中生活,
辻村深月,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/镜之孤城 - 辻村深月 - 20220224.epub,,,,,,2022-02-24,镜之孤城,
三月みどり,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/再见宣言 - 三月みどり - 20220220.epub,,,,,,2022-02-20,再见宣言,
羽田辽亮,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/由诸神养育的神子，将成为世界最强 - 羽田辽亮 - 20220216.epub,,,,,,2022-02-16,由诸神养育的神子，将成为世界最强,
裕时悠示,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/我女友与青梅竹马的惨烈修罗场 - 裕时悠示 - 20220214.epub,,,,,,2022-02-14,我女友与青梅竹马的惨烈修罗场,
埴轮星人,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/Fairy Tale 幻想编年史～不懂察言观色的异世界生活～ - 埴轮星人 - 20220212.epub,,,,,,2022-02-12,Fairy Tale 幻想编年史～不懂察言观色的异世界生活～,
吉野源三郎,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/你想活出怎样的人生 - 吉野源三郎 - 20220210.epub,,,,,,2022-02-10,你想活出怎样的人生,
白石新,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/落第贤者的学院无双~二度转生的最强贤者于400年后的世界以魔剑御天下~ - 白石新 - 20220209.epub,,,,,,2022-02-09,落第贤者的学院无双~二度转生的最强贤者于400年后的世界以魔剑御天下~,
田中芳树,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/铁达尼亚 - 田中芳树 - 20220207.epub,,,,,,2022-02-07,铁达尼亚,
神无月红,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/Legend 魔兽师传说 - 神无月红 - 20220204.epub,,,,,,2022-02-04,Legend 魔兽师传说,
午前の绿茶,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/不知不觉我好像吸引了学校第一的美少女 - 午前の绿茶 - 20220130.epub,,,,,,2022-01-30,不知不觉我好像吸引了学校第一的美少女,
弥生志郎,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/和初恋的同级生成为家人之后，青梅竹马格外爱撒娇。 - 弥生志郎 - 20220129.epub,,,,,,2022-01-29,和初恋的同级生成为家人之后，青梅竹马格外爱撒娇。,
两生类かえる,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/海鸟东月的『荒唐事』 - 两生类かえる - 20220129.epub,,,,,,2022-01-29,海鸟东月的『荒唐事』,
雪仁,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/娇宠隔壁的冰山美人，并把自家钥匙给了她 - 雪仁 - 20220129.epub,,,,,,2022-01-29,娇宠隔壁的冰山美人，并把自家钥匙给了她,
野崎窗,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/[影]AMRITA(［影片］甘露) - 野崎窗 - 20220129.epub,,,,,,2022-01-29,[影]AMRITA,［影片］甘露
いぬじゅん,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/今夜、听到你的声音～无法忘记的那个夏天～ - いぬじゅん - 20220129.epub,,,,,,2022-01-29,今夜、听到你的声音～无法忘记的那个夏天～,
神田晓一郎,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/只是穿着制服而已 - 神田晓一郎 - 20220128.epub,,,,,,2022-01-28,只是穿着制服而已,
星川银河,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/【修复】技能既然变成了万能作弊招式，干脆开间武器店吧 - 星川银河 - 20220125.epub,,,,,,2022-01-25,【修复】技能既然变成了万能作弊招式，干脆开间武器店吧,
新川帆立,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/前男友的遗书 - 新川帆立 - 20220118.epub,,,,,,2022-01-18,前男友的遗书,
野村美月,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/前女友不幸转校归来，小暮理知的罠与恋 - 野村美月 - 20220115.epub,,,,,,2022-01-15,前女友不幸转校归来，小暮理知的罠与恋,
夏绿,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/魔王学校里只有我是勇者!？ - 夏绿 - 20220114.epub,,,,,,2022-01-14,魔王学校里只有我是勇者!？,
ぷにちゃん,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/完全回避补师的异世界轨迹 - ぷにちゃん - 20220111.epub,,,,,,2022-01-11,完全回避补师的异世界轨迹,
横冢司,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/我在异世界里面临辅助魔法与召唤魔法的选择 - 横冢司 - 20220106.epub,,,,,,2022-01-06,我在异世界里面临辅助魔法与召唤魔法的选择,
鹫宫だいじん,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/与精灵新娘携手展开异世界领主生活 - 鹫宫だいじん - 20220106.epub,,,,,,2022-01-06,与精灵新娘携手展开异世界领主生活,
中村飒希,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/恶女不才，请多关照！～雏宫蝶鼠换身传～ - 中村飒希 - 20220105.epub,,,,,,2022-01-05,恶女不才，请多关照！～雏宫蝶鼠换身传～,
神田夏生,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/世界因你更加美丽 - 神田夏生 - 20220105.epub,,,,,,2022-01-05,世界因你更加美丽,
纸城境介,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/你的解谜由我作答 - 纸城境介 - 20220105.epub,,,,,,2022-01-05,你的解谜由我作答,
誉田哲也,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/武士道系列 - 誉田哲也 - 20220101.epub,,,,,,2022-01-01,武士道系列,
Schuld,https://raw.githubusercontent.com/ixinzhi/lightnovel-2022/master/TRPG玩家在异世界打造最强角色 - Schuld - 20220101.epub,,,,,,2022-01-01,TRPG玩家在异世界打造最强角色,
依空まつり,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/沉默的魔女 - 依空まつり - 20211231.epub,,,,,,2021-12-31,沉默的魔女,
久慈政宗,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/迷幻魔域Ecstas Online - 久慈政宗 - 20211230.epub,,,,,,2021-12-30,迷幻魔域Ecstas Online,
宫木あや子,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/校对女王 - 宫木あや子 - 20211230.epub,,,,,,2021-12-30,校对女王,
森冈浩之,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/星界系列 - 森冈浩之 - 20211218.epub,,,,,,2021-12-18,星界系列,
坂石游作,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/才女的近侍 - 坂石游作 - 20211217.epub,,,,,,2021-12-17,才女的近侍,
三上こた,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/和非常可爱的我交往吧！ - 三上こた - 20211217.epub,,,,,,2021-12-17,和非常可爱的我交往吧！,
くろい,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/我的老婆，可能是个变态 - くろい - 20211214.epub,,,,,,2021-12-14,我的老婆，可能是个变态,
犬君雀,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/杀死圣诞老人，然后接吻。 - 犬君雀 - 20211214.epub,,,,,,2021-12-14,杀死圣诞老人，然后接吻。,
黄波户井ショウリ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/月收50万却觉得人生乏味的OL，用30万雇佣我对她说「你回来了」，这工作真是好赚 - 黄波户井ショウリ - 20211213.epub,,,,,,2021-12-13,月收50万却觉得人生乏味的OL，用30万雇佣我对她说「你回来了」，这工作真是好赚,
川上稔,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/境界线上的地平线 - 川上稔 - 20211212.epub,,,,,,2021-12-12,境界线上的地平线,
cutlass,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/noesis虚假的记忆物语 - cutlass - 20211212.epub,,,,,,2021-12-12,noesis虚假的记忆物语,
猫又ぬこ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/用道具开外挂的奴隶后宫建国记 - 猫又ぬこ - 20211209.epub,,,,,,2021-12-09,用道具开外挂的奴隶后宫建国记,
西条阳,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/我，当备胎女友就可以。 - 西条阳 - 20211204.epub,,,,,,2021-12-04,我，当备胎女友就可以。,
えぞぎんぎつね,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/最强的魔导士，膝盖中了一箭之后成为乡下的卫兵 - えぞぎんぎつね - 20211203.epub,,,,,,2021-12-03,最强的魔导士，膝盖中了一箭之后成为乡下的卫兵,
灿々SUN,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/邻座的艾琳同学偶尔会用俄语悄悄撒娇 - 灿々SUN - 20211201.epub,,,,,,2021-12-01,邻座的艾琳同学偶尔会用俄语悄悄撒娇,
橘公司,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/国王的求婚 - 橘公司 - 20211201.epub,,,,,,2021-12-01,国王的求婚,
小林湖底,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/家里蹲吸血姬的苦闷 - 小林湖底 - 20211130.epub,,,,,,2021-11-30,家里蹲吸血姬的苦闷,
杉井光,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/乐园杂音 Paradise NoiSe - 杉井光 - 20211128.epub,,,,,,2021-11-28,乐园杂音 Paradise NoiSe,
水无濑,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/植物魔物娘日记 - 水无濑 - 20211128.epub,,,,,,2021-11-28,植物魔物娘日记,
时雨泽惠一,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/奇诺之旅 - 时雨泽惠一 - 20211127.epub,,,,,,2021-11-27,奇诺之旅,
天乃圣树,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/和班上最讨厌的女同学结婚 - 天乃圣树 - 20211127.epub,,,,,,2021-11-27,和班上最讨厌的女同学结婚,
菊石まれほ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/Your Forma 电索官慧周与机械搭档 - 菊石まれほ - 20211126.epub,,,,,,2021-11-26,Your Forma 电索官慧周与机械搭档,
天河信彦,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/THE KING OF FANTASY八神庵的异世界无双 看到月亮就给我想起来！ - 天河信彦 - 20211125.epub,,,,,,2021-11-25,THE KING OF FANTASY八神庵的异世界无双 看到月亮就给我想起来！,
夏海ユウ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/零之大贤者 - 夏海ユウ - 20211123.epub,,,,,,2021-11-23,零之大贤者,
市村铁之助,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/勇者遭到背叛之后 - 市村铁之助 - 20211121.epub,,,,,,2021-11-21,勇者遭到背叛之后,
濑户メグル,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/只有我能进入的隐藏迷宫～低调锻炼化身世界最强～ - 濑户メグル - 20211119.epub,,,,,,2021-11-19,只有我能进入的隐藏迷宫～低调锻炼化身世界最强～,
桐山成人,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/十字路口 - 桐山成人 - 20211110.epub,,,,,,2021-11-10,十字路口,
司,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/明日的世界星光闪耀 - 司 - 20211109.epub,,,,,,2021-11-09,明日的世界星光闪耀,
榊一郎,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/废弃公主 - 榊一郎 - 20211108.epub,,,,,,2021-11-08,废弃公主,
雨森たきび,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/败犬女主太多了！ - 雨森たきび - 20211106.epub,,,,,,2021-11-06,败犬女主太多了！,
星崎昆,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/掌中开拓村的异世界建国记 - 星崎昆 - 20211105.epub,,,,,,2021-11-05,掌中开拓村的异世界建国记,
结城光流,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/少年阴阳师 - 结城光流 - 20211104.epub,,,,,,2021-11-04,少年阴阳师,
进行诸岛,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/失格纹的最强贤者～世界最强的贤者为了变得更强而转生了～ - 进行诸岛 - 20211104.epub,,,,,,2021-11-04,失格纹的最强贤者～世界最强的贤者为了变得更强而转生了～,
细田守,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/龙与雀斑公主 - 细田守 - 20211102.epub,,,,,,2021-11-02,龙与雀斑公主,
村崎幸也,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/异世界魔王与召唤少女的奴隶魔术(异界魔王与召唤少女的奴隶魔术) - 村崎幸也 - 20211101.epub,,,,,,2021-11-01,异世界魔王与召唤少女的奴隶魔术,异界魔王与召唤少女的奴隶魔术
支仓冻砂,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/梦沉抹大拉 - 支仓冻砂 - 20211026.epub,,,,,,2021-10-26,梦沉抹大拉,
天祢凉,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/Ghost 在我的初恋消失之前 - 天祢凉 - 20211024.epub,,,,,,2021-10-24,Ghost 在我的初恋消失之前,
新八角,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/人类的时代结束了，但肚子还是会饿吗？ - 新八角 - 20211022.epub,,,,,,2021-10-22,人类的时代结束了，但肚子还是会饿吗？,
らきるち,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/绝深海的索拉里斯(无尽深海的索拉利斯) - らきるち - 20211017.epub,,,,,,2021-10-17,绝深海的索拉里斯,无尽深海的索拉利斯
日野佑希,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/时日无多的你留给我的东西 - 日野佑希 - 20211017.epub,,,,,,2021-10-17,时日无多的你留给我的东西,
镝木莲,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/寻找回忆的侦探们 - 镝木莲 - 20211014.epub,,,,,,2021-10-14,寻找回忆的侦探们,
陆奥龙介,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/苍之彼方的四重奏－Blue Horizon－ - 陆奥龙介 - 20211011.epub,,,,,,2021-10-11,苍之彼方的四重奏－Blue Horizon－,
住野夜,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/这份心情总有一天会遗忘 - 住野夜 - 20211010.epub,,,,,,2021-10-10,这份心情总有一天会遗忘,
刈野ミカタ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/谁说尼特族在异世界就会认真工作？(以为到了异世界neet就会工作吗？) - 刈野ミカタ - 20211008.epub,,,,,,2021-10-08,谁说尼特族在异世界就会认真工作？,以为到了异世界neet就会工作吗？
雪だるま,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/必胜迷宫的经营方法 - 雪だるま - 20211008.epub,,,,,,2021-10-08,必胜迷宫的经营方法,
千月さかき,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/以我的能力创造开外挂的老婆们(在异世界解体技能后开挂新娘增加了) - 千月さかき - 20211005.epub,,,,,,2021-10-05,以我的能力创造开外挂的老婆们,在异世界解体技能后开挂新娘增加了
恵比须清司,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/我喜欢的妹妹不是妹妹(我喜欢的是妹妹但不是妹妹) - 恵比须清司 - 20211002.epub,,,,,,2021-10-02,我喜欢的妹妹不是妹妹,我喜欢的是妹妹但不是妹妹
向原三吉,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/孤僻高冷的女生被我说教之后，一下子缠上了我 - 向原三吉 - 20211002.epub,,,,,,2021-10-02,孤僻高冷的女生被我说教之后，一下子缠上了我,
三云岳斗,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/虚幻王权 Corpse Reviver - 三云岳斗 - 20211001.epub,,,,,,2021-10-01,虚幻王权 Corpse Reviver,
永濑さらさ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/重生大小姐正在攻略龙帝陛下 - 永濑さらさ - 20210927.epub,,,,,,2021-09-27,重生大小姐正在攻略龙帝陛下,
鱼住有希子,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/明治东京恋伽 - 鱼住有希子 - 20210916.epub,,,,,,2021-09-16,明治东京恋伽,
望月麻衣,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/京都寺町三条商店街的福尔摩斯 - 望月麻衣 - 20210915.epub,,,,,,2021-09-15,京都寺町三条商店街的福尔摩斯,
司,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/召唤魔神的校园生活 - 司 - 20210914.epub,,,,,,2021-09-14,召唤魔神的校园生活,
岬,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/优雅贵族的休假指南 - 岬 - 20210914.epub,,,,,,2021-09-14,优雅贵族的休假指南,
黑留ハガネ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/没有与世界之暗战斗的秘密组织，所以我建立了一个（怒） - 黑留ハガネ - 20210913.epub,,,,,,2021-09-13,没有与世界之暗战斗的秘密组织，所以我建立了一个（怒）,
神里大和,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/让爱撒娇的大姐姐教官养我，是不是太超过了 - 神里大和 - 20210913.epub,,,,,,2021-09-13,让爱撒娇的大姐姐教官养我，是不是太超过了,
あきさかあさひ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/追逐繁星的孩子 - あきさかあさひ - 20210912.epub,,,,,,2021-09-12,追逐繁星的孩子,
吉月生,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/今夜F时，奔向两个你所在的车站。 - 吉月生 - 20210912.epub,,,,,,2021-09-12,今夜F时，奔向两个你所在的车站。,
北山猛邦,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/冰冷的转学生 - 北山猛邦 - 20210912.epub,,,,,,2021-09-12,冰冷的转学生,
友麻碧,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/妖怪旅馆营业中 - 友麻碧 - 20210912.epub,,,,,,2021-09-12,妖怪旅馆营业中,
加纳新太,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/云之彼端，约定的地方 - 加纳新太 - 20210912.epub,,,,,,2021-09-12,云之彼端，约定的地方,
乾路加,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/明日的我将迎风前行 - 乾路加 - 20210910.epub,,,,,,2021-09-10,明日的我将迎风前行,
村崎幸也,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/14岁与插画家 - 村崎幸也 - 20210910.epub,,,,,,2021-09-10,14岁与插画家,
狐冢冬里,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/梦王国与沉睡中的100位王子殿下 - 狐冢冬里 - 20210908.epub,,,,,,2021-09-08,梦王国与沉睡中的100位王子殿下,
たけのこ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/Genocide Online - たけのこ - 20210908.epub,,,,,,2021-09-08,Genocide Online,
つちせ八十八,https://raw.githubusercontent.com/ixinzhi/lightnovel-2021/master/铁铲无双 - つちせ八十八 - 20210904.epub,,,,,,2021-09-04,铁铲无双,
